start_time,personId,dwell_time,end_time,FPS,
11-23-2022-11-23-49,4,121 Sec,11-23-2022-11-23-50,FPS: 1.32,
11-23-2022-11-23-50,4,123 Sec,11-23-2022-11-23-51,FPS: 1.31,
11-23-2022-11-23-51,4,124 Sec,11-23-2022-11-23-53,FPS: 1.31,
11-23-2022-11-23-53,4,124 Sec,11-23-2022-11-23-53,FPS: 1.31,
11-23-2022-11-23-53,4,125 Sec,11-23-2022-11-23-54,FPS: 1.32,
11-23-2022-11-23-54,4,126 Sec,11-23-2022-11-23-55,FPS: 1.31,
11-23-2022-11-23-55,4,126 Sec,11-23-2022-11-23-55,FPS: 1.31,
11-23-2022-11-23-55,4,127 Sec,11-23-2022-11-23-56,FPS: 1.31,
11-23-2022-11-23-56,4,128 Sec,11-23-2022-11-23-57,FPS: 1.32,
11-23-2022-11-23-57,4,129 Sec,11-23-2022-11-23-57,FPS: 1.32,
11-23-2022-11-23-57,4,129 Sec,11-23-2022-11-23-58,FPS: 1.31,
11-23-2022-11-23-58,4,130 Sec,11-23-2022-11-23-59,FPS: 1.32,
11-23-2022-11-23-59,4,131 Sec,11-23-2022-11-23-59,FPS: 1.32,
11-23-2022-11-23-59,4,131 Sec,11-23-2022-11-24-00,FPS: 1.32,
11-23-2022-11-24-00,4,132 Sec,11-23-2022-11-24-01,FPS: 1.32,
11-23-2022-11-24-01,4,133 Sec,11-23-2022-11-24-02,FPS: 1.32,
11-23-2022-11-24-02,4,133 Sec,11-23-2022-11-24-02,FPS: 1.32,
11-23-2022-11-24-02,4,134 Sec,11-23-2022-11-24-03,FPS: 1.33,
11-23-2022-11-24-03,4,135 Sec,11-23-2022-11-24-04,FPS: 1.32,
11-23-2022-11-24-04,4,135 Sec,11-23-2022-11-24-04,FPS: 1.32,
11-23-2022-11-24-04,4,136 Sec,11-23-2022-11-24-05,FPS: 1.33,
11-23-2022-11-24-05,4,137 Sec,11-23-2022-11-24-05,FPS: 1.33,
11-23-2022-11-24-05,4,137 Sec,11-23-2022-11-24-06,FPS: 1.32,
11-23-2022-11-24-06,4,138 Sec,11-23-2022-11-24-07,FPS: 1.33,
11-23-2022-11-24-07,4,139 Sec,11-23-2022-11-24-07,FPS: 1.33,
11-23-2022-11-24-07,4,139 Sec,11-23-2022-11-24-08,FPS: 1.33,
11-23-2022-11-24-08,4,140 Sec,11-23-2022-11-24-09,FPS: 1.32,
11-23-2022-11-24-09,4,141 Sec,11-23-2022-11-24-10,FPS: 1.32,
11-23-2022-11-24-10,4,143 Sec,11-23-2022-11-24-11,FPS: 1.32,
11-23-2022-11-24-11,4,144 Sec,11-23-2022-11-24-13,FPS: 1.32,
11-23-2022-11-24-13,4,145 Sec,11-23-2022-11-24-14,FPS: 1.31,
11-23-2022-11-24-14,4,146 Sec,11-23-2022-11-24-15,FPS: 1.30,
11-23-2022-11-24-15,4,147 Sec,11-23-2022-11-24-16,FPS: 1.30,
11-23-2022-11-24-16,4,148 Sec,11-23-2022-11-24-17,FPS: 1.30,
11-23-2022-11-24-17,4,149 Sec,11-23-2022-11-24-18,FPS: 1.30,
11-23-2022-11-24-18,4,151 Sec,11-23-2022-11-24-20,FPS: 1.30,
11-23-2022-11-24-20,4,152 Sec,11-23-2022-11-24-21,FPS: 1.29,
11-23-2022-11-24-21,4,154 Sec,11-23-2022-11-24-23,FPS: 1.28,
11-23-2022-11-24-23,4,155 Sec,11-23-2022-11-24-24,FPS: 1.27,
11-23-2022-11-24-24,4,157 Sec,11-23-2022-11-24-26,FPS: 1.27,
11-23-2022-11-24-26,4,158 Sec,11-23-2022-11-24-27,FPS: 1.27,
11-23-2022-11-24-27,4,159 Sec,11-23-2022-11-24-28,FPS: 1.27,
11-23-2022-11-24-28,4,160 Sec,11-23-2022-11-24-29,FPS: 1.27,
11-23-2022-11-24-29,4,161 Sec,11-23-2022-11-24-29,FPS: 1.27,
11-23-2022-11-24-29,4,162 Sec,11-23-2022-11-24-31,FPS: 1.26,
11-23-2022-11-24-31,4,164 Sec,11-23-2022-11-24-32,FPS: 1.25,
11-23-2022-11-24-32,4,165 Sec,11-23-2022-11-24-34,FPS: 1.25,
11-23-2022-11-24-34,4,166 Sec,11-23-2022-11-24-35,FPS: 1.24,
11-23-2022-11-24-35,4,167 Sec,11-23-2022-11-24-36,FPS: 1.24,
11-23-2022-11-24-36,4,168 Sec,11-23-2022-11-24-37,FPS: 1.24,
11-23-2022-11-24-37,4,170 Sec,11-23-2022-11-24-39,FPS: 1.23,
11-23-2022-11-24-39,4,171 Sec,11-23-2022-11-24-40,FPS: 1.23,
11-23-2022-11-24-40,4,173 Sec,11-23-2022-11-24-42,FPS: 1.23,
11-23-2022-11-24-42,4,174 Sec,11-23-2022-11-24-43,FPS: 1.22,
11-23-2022-11-24-43,4,176 Sec,11-23-2022-11-24-45,FPS: 1.22,
11-23-2022-11-24-45,4,177 Sec,11-23-2022-11-24-46,FPS: 1.22,
11-23-2022-11-24-46,4,178 Sec,11-23-2022-11-24-47,FPS: 1.22,
11-23-2022-11-24-47,4,179 Sec,11-23-2022-11-24-48,FPS: 1.21,
11-23-2022-11-24-48,4,181 Sec,11-23-2022-11-24-50,FPS: 1.21,
11-23-2022-11-24-50,4,182 Sec,11-23-2022-11-24-51,FPS: 1.20,
11-23-2022-11-24-51,4,184 Sec,11-23-2022-11-24-53,FPS: 1.20,
11-23-2022-11-24-53,4,185 Sec,11-23-2022-11-24-54,FPS: 1.20,
11-23-2022-11-24-54,4,185 Sec,11-23-2022-11-24-54,FPS: 1.20,
11-23-2022-11-24-54,4,186 Sec,11-23-2022-11-24-55,FPS: 1.20,
11-23-2022-11-24-55,4,187 Sec,11-23-2022-11-24-56,FPS: 1.20,
11-23-2022-11-24-56,4,188 Sec,11-23-2022-11-24-57,FPS: 1.20,
11-23-2022-11-24-57,4,189 Sec,11-23-2022-11-24-58,FPS: 1.19,
11-23-2022-11-24-58,4,191 Sec,11-23-2022-11-25-00,FPS: 1.19,
11-23-2022-11-25-00,4,192 Sec,11-23-2022-11-25-01,FPS: 1.19,
11-23-2022-11-25-01,4,194 Sec,11-23-2022-11-25-03,FPS: 1.18,
11-23-2022-11-25-03,4,196 Sec,11-23-2022-11-25-05,FPS: 1.18,
11-23-2022-11-25-05,4,197 Sec,11-23-2022-11-25-06,FPS: 1.17,
11-23-2022-11-25-06,4,199 Sec,11-23-2022-11-25-08,FPS: 1.17,
11-23-2022-11-25-08,4,201 Sec,11-23-2022-11-25-10,FPS: 1.16,
11-23-2022-11-25-10,4,202 Sec,11-23-2022-11-25-11,FPS: 1.16,
11-23-2022-11-25-11,4,204 Sec,11-23-2022-11-25-13,FPS: 1.16,
11-23-2022-11-25-13,4,205 Sec,11-23-2022-11-25-14,FPS: 1.16,
11-23-2022-11-25-14,4,206 Sec,11-23-2022-11-25-15,FPS: 1.15,
11-23-2022-11-25-15,4,208 Sec,11-23-2022-11-25-17,FPS: 1.15,
11-23-2022-11-25-17,4,210 Sec,11-23-2022-11-25-18,FPS: 1.14,
11-23-2022-11-25-18,4,211 Sec,11-23-2022-11-25-20,FPS: 1.14,
11-23-2022-11-25-20,4,212 Sec,11-23-2022-11-25-21,FPS: 1.14,
11-23-2022-11-25-21,4,213 Sec,11-23-2022-11-25-22,FPS: 1.13,
11-23-2022-11-25-22,4,214 Sec,11-23-2022-11-25-23,FPS: 1.14,
11-23-2022-11-25-23,4,215 Sec,11-23-2022-11-25-24,FPS: 1.14,
11-23-2022-11-25-24,4,215 Sec,11-23-2022-11-25-24,FPS: 1.14,
11-23-2022-11-25-24,4,216 Sec,11-23-2022-11-25-25,FPS: 1.14,
11-23-2022-11-25-25,4,217 Sec,11-23-2022-11-25-26,FPS: 1.14,
11-23-2022-11-25-26,4,218 Sec,11-23-2022-11-25-27,FPS: 1.14,
11-23-2022-11-25-27,4,218 Sec,11-23-2022-11-25-27,FPS: 1.14,
11-23-2022-11-25-27,4,219 Sec,11-23-2022-11-25-28,FPS: 1.14,
11-23-2022-11-25-28,4,220 Sec,11-23-2022-11-25-29,FPS: 1.14,
11-23-2022-11-25-29,4,221 Sec,11-23-2022-11-25-30,FPS: 1.14,
11-23-2022-11-25-30,4,221 Sec,11-23-2022-11-25-30,FPS: 1.14,
11-23-2022-11-25-30,4,222 Sec,11-23-2022-11-25-31,FPS: 1.14,
11-23-2022-11-25-31,4,223 Sec,11-23-2022-11-25-32,FPS: 1.15,
11-23-2022-11-25-32,4,224 Sec,11-23-2022-11-25-33,FPS: 1.15,
11-23-2022-11-25-33,4,224 Sec,11-23-2022-11-25-33,FPS: 1.15,
11-23-2022-11-25-33,4,225 Sec,11-23-2022-11-25-34,FPS: 1.15,
11-23-2022-11-25-34,4,226 Sec,11-23-2022-11-25-35,FPS: 1.15,
11-23-2022-11-25-35,4,227 Sec,11-23-2022-11-25-35,FPS: 1.15,
11-23-2022-11-25-35,4,227 Sec,11-23-2022-11-25-36,FPS: 1.15,
11-23-2022-11-25-36,4,228 Sec,11-23-2022-11-25-37,FPS: 1.15,
11-23-2022-11-25-37,4,229 Sec,11-23-2022-11-25-38,FPS: 1.15,
11-23-2022-11-25-38,4,230 Sec,11-23-2022-11-25-39,FPS: 1.15,
11-23-2022-11-25-39,4,231 Sec,11-23-2022-11-25-39,FPS: 1.15,
11-23-2022-11-25-39,4,232 Sec,11-23-2022-11-25-41,FPS: 1.15,
11-23-2022-11-25-41,4,233 Sec,11-23-2022-11-25-42,FPS: 1.15,
11-23-2022-11-25-42,4,234 Sec,11-23-2022-11-25-42,FPS: 1.15,
11-23-2022-11-25-42,4,234 Sec,11-23-2022-11-25-43,FPS: 1.15,
11-23-2022-11-25-43,4,235 Sec,11-23-2022-11-25-44,FPS: 1.15,
11-23-2022-11-25-44,4,236 Sec,11-23-2022-11-25-45,FPS: 1.15,
11-23-2022-11-25-45,4,237 Sec,11-23-2022-11-25-46,FPS: 1.15,
11-23-2022-11-25-46,4,238 Sec,11-23-2022-11-25-47,FPS: 1.15,
11-23-2022-11-25-47,4,239 Sec,11-23-2022-11-25-48,FPS: 1.15,
11-23-2022-11-25-48,4,239 Sec,11-23-2022-11-25-48,FPS: 1.15,
11-23-2022-11-25-48,4,240 Sec,11-23-2022-11-25-49,FPS: 1.15,
11-23-2022-11-25-49,4,241 Sec,11-23-2022-11-25-50,FPS: 1.15,
11-23-2022-11-25-50,4,242 Sec,11-23-2022-11-25-51,FPS: 1.15,
11-23-2022-11-25-51,4,242 Sec,11-23-2022-11-25-51,FPS: 1.15,
11-23-2022-11-25-51,4,243 Sec,11-23-2022-11-25-52,FPS: 1.15,
11-23-2022-11-25-52,4,244 Sec,11-23-2022-11-25-53,FPS: 1.15,
11-23-2022-11-25-53,4,245 Sec,11-23-2022-11-25-54,FPS: 1.15,
11-23-2022-11-25-54,4,246 Sec,11-23-2022-11-25-55,FPS: 1.15,
11-23-2022-11-25-55,6,0 Sec,11-23-2022-11-25-56,FPS: 1.15,
11-23-2022-11-25-56,6,1 Sec,11-23-2022-11-25-57,FPS: 1.15,
11-23-2022-11-25-57,6,2 Sec,11-23-2022-11-25-58,FPS: 1.15,
11-23-2022-11-25-58,6,3 Sec,11-23-2022-11-25-59,FPS: 1.15,
11-23-2022-11-25-59,6,4 Sec,11-23-2022-11-26-00,FPS: 1.15,
11-23-2022-11-26-00,6,4 Sec,11-23-2022-11-26-01,FPS: 1.15,
11-23-2022-11-26-01,6,5 Sec,11-23-2022-11-26-02,FPS: 1.15,
11-23-2022-11-26-02,6,6 Sec,11-23-2022-11-26-02,FPS: 1.15,
11-23-2022-11-26-02,6,7 Sec,11-23-2022-11-26-03,FPS: 1.15,
11-23-2022-11-26-03,6,7 Sec,11-23-2022-11-26-04,FPS: 1.15,
11-23-2022-11-26-04,6,8 Sec,11-23-2022-11-26-05,FPS: 1.15,
11-23-2022-11-26-05,6,9 Sec,11-23-2022-11-26-05,FPS: 1.15,
11-23-2022-11-26-05,6,10 Sec,11-23-2022-11-26-06,FPS: 1.15,
11-23-2022-11-26-06,6,11 Sec,11-23-2022-11-26-07,FPS: 1.15,
11-23-2022-11-26-07,6,11 Sec,11-23-2022-11-26-08,FPS: 1.15,
11-23-2022-11-26-08,6,12 Sec,11-23-2022-11-26-08,FPS: 1.15,
11-23-2022-11-26-09,6,13 Sec,11-23-2022-11-26-09,FPS: 1.15,
11-23-2022-11-26-09,6,14 Sec,11-23-2022-11-26-10,FPS: 1.15,
11-23-2022-11-26-10,6,14 Sec,11-23-2022-11-26-11,FPS: 1.16,
11-23-2022-11-26-11,6,15 Sec,11-23-2022-11-26-12,FPS: 1.16,
11-23-2022-11-26-12,6,16 Sec,11-23-2022-11-26-13,FPS: 1.15,
11-23-2022-11-26-13,6,17 Sec,11-23-2022-11-26-14,FPS: 1.15,
11-23-2022-11-26-14,6,18 Sec,11-23-2022-11-26-15,FPS: 1.15,
11-23-2022-11-26-15,6,19 Sec,11-23-2022-11-26-15,FPS: 1.15,
11-23-2022-11-26-15,6,20 Sec,11-23-2022-11-26-16,FPS: 1.15,
11-23-2022-11-26-17,6,22 Sec,11-23-2022-11-26-18,FPS: 1.15,
11-23-2022-11-26-18,6,23 Sec,11-23-2022-11-26-20,FPS: 1.15,
11-23-2022-11-26-20,6,24 Sec,11-23-2022-11-26-21,FPS: 1.15,
11-23-2022-11-26-21,6,25 Sec,11-23-2022-11-26-22,FPS: 1.15,
11-23-2022-11-26-22,6,26 Sec,11-23-2022-11-26-22,FPS: 1.15,
11-23-2022-11-26-22,6,27 Sec,11-23-2022-11-26-23,FPS: 1.14,
11-23-2022-11-26-23,6,28 Sec,11-23-2022-11-26-24,FPS: 1.15,
11-23-2022-11-26-24,6,28 Sec,11-23-2022-11-26-25,FPS: 1.15,
11-23-2022-11-26-25,6,29 Sec,11-23-2022-11-26-26,FPS: 1.15,
11-23-2022-11-26-26,6,30 Sec,11-23-2022-11-26-26,FPS: 1.15,
11-23-2022-11-26-26,6,31 Sec,11-23-2022-11-26-27,FPS: 1.15,
11-23-2022-11-26-27,6,32 Sec,11-23-2022-11-26-28,FPS: 1.15,
11-23-2022-11-26-28,6,33 Sec,11-23-2022-11-26-29,FPS: 1.15,
11-23-2022-11-26-29,6,33 Sec,11-23-2022-11-26-30,FPS: 1.15,
11-23-2022-11-26-30,6,34 Sec,11-23-2022-11-26-31,FPS: 1.15,
11-23-2022-11-26-31,6,35 Sec,11-23-2022-11-26-31,FPS: 1.15,
11-23-2022-11-26-31,6,36 Sec,11-23-2022-11-26-32,FPS: 1.15,
11-23-2022-11-26-32,6,36 Sec,11-23-2022-11-26-33,FPS: 1.15,
11-23-2022-11-26-33,6,37 Sec,11-23-2022-11-26-34,FPS: 1.15,
11-23-2022-11-26-34,6,38 Sec,11-23-2022-11-26-34,FPS: 1.15,
11-23-2022-11-26-34,6,39 Sec,11-23-2022-11-26-35,FPS: 1.15,
11-23-2022-11-26-35,6,39 Sec,11-23-2022-11-26-36,FPS: 1.15,
11-23-2022-11-26-36,6,40 Sec,11-23-2022-11-26-37,FPS: 1.15,
11-23-2022-11-26-37,6,41 Sec,11-23-2022-11-26-37,FPS: 1.15,
11-23-2022-11-26-37,6,42 Sec,11-23-2022-11-26-38,FPS: 1.15,
11-23-2022-11-26-38,6,42 Sec,11-23-2022-11-26-39,FPS: 1.15,
11-23-2022-11-26-39,6,43 Sec,11-23-2022-11-26-40,FPS: 1.15,
11-23-2022-11-26-40,6,44 Sec,11-23-2022-11-26-40,FPS: 1.15,
11-23-2022-11-26-40,6,45 Sec,11-23-2022-11-26-41,FPS: 1.15,
11-23-2022-11-26-41,6,46 Sec,11-23-2022-11-26-42,FPS: 1.15,
11-23-2022-11-26-42,6,47 Sec,11-23-2022-11-26-43,FPS: 1.16,
11-23-2022-11-26-43,6,47 Sec,11-23-2022-11-26-44,FPS: 1.16,
11-23-2022-11-26-44,6,48 Sec,11-23-2022-11-26-45,FPS: 1.15,
11-23-2022-11-26-45,6,49 Sec,11-23-2022-11-26-45,FPS: 1.15,
11-23-2022-11-26-45,6,50 Sec,11-23-2022-11-26-46,FPS: 1.15,
11-23-2022-11-26-46,6,50 Sec,11-23-2022-11-26-47,FPS: 1.16,
11-23-2022-11-26-47,6,51 Sec,11-23-2022-11-26-48,FPS: 1.16,
11-23-2022-11-26-48,6,52 Sec,11-23-2022-11-26-48,FPS: 1.16,
11-23-2022-11-26-48,6,53 Sec,11-23-2022-11-26-49,FPS: 1.16,
11-23-2022-11-26-49,6,54 Sec,11-23-2022-11-26-50,FPS: 1.16,
11-23-2022-11-26-50,6,54 Sec,11-23-2022-11-26-51,FPS: 1.16,
11-23-2022-11-26-51,6,55 Sec,11-23-2022-11-26-52,FPS: 1.16,
11-23-2022-11-26-52,6,56 Sec,11-23-2022-11-26-52,FPS: 1.16,
11-23-2022-11-26-52,6,57 Sec,11-23-2022-11-26-53,FPS: 1.16,
11-23-2022-11-26-53,6,57 Sec,11-23-2022-11-26-54,FPS: 1.16,
11-23-2022-11-26-54,6,58 Sec,11-23-2022-11-26-55,FPS: 1.16,
11-23-2022-11-26-55,6,59 Sec,11-23-2022-11-26-55,FPS: 1.16,
11-23-2022-11-26-55,6,60 Sec,11-23-2022-11-26-56,FPS: 1.16,
11-23-2022-11-26-56,6,60 Sec,11-23-2022-11-26-57,FPS: 1.16,
11-23-2022-11-26-57,6,61 Sec,11-23-2022-11-26-58,FPS: 1.16,
11-23-2022-11-26-58,6,62 Sec,11-23-2022-11-26-59,FPS: 1.16,
11-23-2022-11-26-59,6,63 Sec,11-23-2022-11-27-00,FPS: 1.16,
11-23-2022-11-27-00,6,64 Sec,11-23-2022-11-27-00,FPS: 1.16,
11-23-2022-11-27-00,6,65 Sec,11-23-2022-11-27-01,FPS: 1.16,
11-23-2022-11-27-01,6,65 Sec,11-23-2022-11-27-02,FPS: 1.16,
11-23-2022-11-27-02,6,66 Sec,11-23-2022-11-27-03,FPS: 1.16,
11-23-2022-11-27-03,4,315 Sec,11-23-2022-11-27-03,FPS: 1.16,
11-23-2022-11-27-03,4,315 Sec,11-23-2022-11-27-04,FPS: 1.16,
11-23-2022-11-27-04,4,316 Sec,11-23-2022-11-27-05,FPS: 1.16,
11-23-2022-11-27-05,4,317 Sec,11-23-2022-11-27-06,FPS: 1.16,
11-23-2022-11-27-06,4,318 Sec,11-23-2022-11-27-07,FPS: 1.16,
11-23-2022-11-27-07,4,318 Sec,11-23-2022-11-27-07,FPS: 1.16,
11-23-2022-11-27-07,4,319 Sec,11-23-2022-11-27-08,FPS: 1.16,
11-23-2022-11-27-08,4,320 Sec,11-23-2022-11-27-09,FPS: 1.17,
11-23-2022-11-27-09,4,321 Sec,11-23-2022-11-27-10,FPS: 1.16,
11-23-2022-11-27-10,4,321 Sec,11-23-2022-11-27-10,FPS: 1.16,
11-23-2022-11-27-10,4,322 Sec,11-23-2022-11-27-11,FPS: 1.17,
11-23-2022-11-27-11,4,323 Sec,11-23-2022-11-27-12,FPS: 1.17,
11-23-2022-11-27-12,4,324 Sec,11-23-2022-11-27-13,FPS: 1.17,
11-23-2022-11-27-13,4,324 Sec,11-23-2022-11-27-13,FPS: 1.17,
11-23-2022-11-27-13,4,325 Sec,11-23-2022-11-27-14,FPS: 1.17,
11-23-2022-11-27-14,4,326 Sec,11-23-2022-11-27-15,FPS: 1.17,
11-23-2022-11-27-15,4,327 Sec,11-23-2022-11-27-16,FPS: 1.17,
11-23-2022-11-27-16,4,329 Sec,11-23-2022-11-27-18,FPS: 1.16,
11-23-2022-11-27-18,4,331 Sec,11-23-2022-11-27-19,FPS: 1.16,
11-23-2022-11-27-19,4,332 Sec,11-23-2022-11-27-21,FPS: 1.16,
11-23-2022-11-27-21,4,333 Sec,11-23-2022-11-27-22,FPS: 1.16,
11-23-2022-11-27-22,4,334 Sec,11-23-2022-11-27-23,FPS: 1.16,
11-23-2022-11-27-23,4,336 Sec,11-23-2022-11-27-25,FPS: 1.15,
11-23-2022-11-27-25,4,337 Sec,11-23-2022-11-27-26,FPS: 1.15,
11-23-2022-11-27-26,4,338 Sec,11-23-2022-11-27-27,FPS: 1.15,
11-23-2022-11-27-27,4,339 Sec,11-23-2022-11-27-28,FPS: 1.15,
11-23-2022-11-27-29,4,340 Sec,11-23-2022-11-27-29,FPS: 1.15,
11-23-2022-11-27-29,4,341 Sec,11-23-2022-11-27-30,FPS: 1.15,
11-23-2022-11-27-30,4,342 Sec,11-23-2022-11-27-31,FPS: 1.15,
11-23-2022-11-27-31,4,343 Sec,11-23-2022-11-27-32,FPS: 1.15,
11-23-2022-11-27-32,4,344 Sec,11-23-2022-11-27-33,FPS: 1.15,
11-23-2022-11-27-33,4,345 Sec,11-23-2022-11-27-34,FPS: 1.15,
11-23-2022-11-27-34,4,346 Sec,11-23-2022-11-27-35,FPS: 1.15,
11-23-2022-11-27-35,4,347 Sec,11-23-2022-11-27-35,FPS: 1.15,
11-23-2022-11-27-35,4,347 Sec,11-23-2022-11-27-36,FPS: 1.15,
11-23-2022-11-27-36,4,348 Sec,11-23-2022-11-27-37,FPS: 1.15,
11-23-2022-11-27-37,4,349 Sec,11-23-2022-11-27-38,FPS: 1.15,
11-23-2022-11-27-38,4,350 Sec,11-23-2022-11-27-39,FPS: 1.15,
11-23-2022-11-27-39,4,351 Sec,11-23-2022-11-27-40,FPS: 1.15,
11-23-2022-11-27-40,4,352 Sec,11-23-2022-11-27-41,FPS: 1.15,
11-23-2022-11-27-41,4,354 Sec,11-23-2022-11-27-43,FPS: 1.15,
11-23-2022-11-27-43,4,355 Sec,11-23-2022-11-27-44,FPS: 1.15,
11-23-2022-11-27-44,4,356 Sec,11-23-2022-11-27-45,FPS: 1.15,
11-23-2022-11-27-45,4,357 Sec,11-23-2022-11-27-46,FPS: 1.14,
11-23-2022-11-27-46,4,359 Sec,11-23-2022-11-27-48,FPS: 1.14,
11-23-2022-11-27-48,4,360 Sec,11-23-2022-11-27-49,FPS: 1.14,
11-23-2022-11-27-49,4,361 Sec,11-23-2022-11-27-50,FPS: 1.14,
11-23-2022-11-27-50,4,362 Sec,11-23-2022-11-27-51,FPS: 1.14,
11-23-2022-11-27-51,4,363 Sec,11-23-2022-11-27-52,FPS: 1.14,
11-23-2022-11-27-52,4,364 Sec,11-23-2022-11-27-53,FPS: 1.14,
11-23-2022-11-27-53,4,365 Sec,11-23-2022-11-27-54,FPS: 1.14,
11-23-2022-11-27-54,4,366 Sec,11-23-2022-11-27-55,FPS: 1.14,
11-23-2022-11-27-55,4,367 Sec,11-23-2022-11-27-56,FPS: 1.14,
11-23-2022-11-27-56,4,368 Sec,11-23-2022-11-27-57,FPS: 1.14,
11-23-2022-11-27-57,4,369 Sec,11-23-2022-11-27-58,FPS: 1.13,
11-23-2022-11-27-58,4,371 Sec,11-23-2022-11-28-00,FPS: 1.13,
11-23-2022-11-28-00,4,372 Sec,11-23-2022-11-28-00,FPS: 1.13,
11-23-2022-11-28-00,4,372 Sec,11-23-2022-11-28-01,FPS: 1.13,
11-23-2022-11-28-01,4,373 Sec,11-23-2022-11-28-02,FPS: 1.13,
11-23-2022-11-28-02,4,374 Sec,11-23-2022-11-28-03,FPS: 1.13,
11-23-2022-11-28-03,4,375 Sec,11-23-2022-11-28-04,FPS: 1.13,
11-23-2022-11-28-04,4,376 Sec,11-23-2022-11-28-05,FPS: 1.14,
11-23-2022-11-28-05,4,377 Sec,11-23-2022-11-28-06,FPS: 1.13,
11-23-2022-11-28-06,4,378 Sec,11-23-2022-11-28-07,FPS: 1.13,
11-23-2022-11-28-07,4,379 Sec,11-23-2022-11-28-08,FPS: 1.13,
11-23-2022-11-28-08,4,380 Sec,11-23-2022-11-28-09,FPS: 1.13,
11-23-2022-11-28-09,4,381 Sec,11-23-2022-11-28-10,FPS: 1.13,
11-23-2022-11-28-10,4,382 Sec,11-23-2022-11-28-11,FPS: 1.13,
11-23-2022-11-28-11,4,383 Sec,11-23-2022-11-28-12,FPS: 1.13,
11-23-2022-11-28-12,4,385 Sec,11-23-2022-11-28-14,FPS: 1.13,
11-23-2022-11-28-14,4,386 Sec,11-23-2022-11-28-14,FPS: 1.13,
11-23-2022-11-28-14,4,386 Sec,11-23-2022-11-28-15,FPS: 1.13,
11-23-2022-11-28-15,4,387 Sec,11-23-2022-11-28-16,FPS: 1.13,
11-23-2022-11-28-16,4,388 Sec,11-23-2022-11-28-17,FPS: 1.13,
11-23-2022-11-28-17,4,389 Sec,11-23-2022-11-28-18,FPS: 1.13,
11-23-2022-11-28-18,4,390 Sec,11-23-2022-11-28-19,FPS: 1.13,
11-23-2022-11-28-19,4,391 Sec,11-23-2022-11-28-20,FPS: 1.13,
11-23-2022-11-28-20,4,392 Sec,11-23-2022-11-28-20,FPS: 1.13,
11-23-2022-11-28-20,4,392 Sec,11-23-2022-11-28-21,FPS: 1.13,
11-23-2022-11-28-21,4,393 Sec,11-23-2022-11-28-22,FPS: 1.13,
11-23-2022-11-28-22,4,394 Sec,11-23-2022-11-28-23,FPS: 1.13,
11-23-2022-11-28-23,4,395 Sec,11-23-2022-11-28-24,FPS: 1.13,
11-23-2022-11-28-24,4,396 Sec,11-23-2022-11-28-25,FPS: 1.13,
11-23-2022-11-28-25,4,398 Sec,11-23-2022-11-28-26,FPS: 1.13,
11-23-2022-11-28-26,4,398 Sec,11-23-2022-11-28-27,FPS: 1.13,
11-23-2022-11-28-27,4,399 Sec,11-23-2022-11-28-28,FPS: 1.13,
11-23-2022-11-28-28,4,400 Sec,11-23-2022-11-28-29,FPS: 1.13,
11-23-2022-11-28-29,4,401 Sec,11-23-2022-11-28-30,FPS: 1.13,
11-23-2022-11-28-30,4,402 Sec,11-23-2022-11-28-31,FPS: 1.13,
11-23-2022-11-28-31,4,403 Sec,11-23-2022-11-28-32,FPS: 1.13,
11-23-2022-11-28-32,4,404 Sec,11-23-2022-11-28-33,FPS: 1.13,
11-23-2022-11-28-33,4,405 Sec,11-23-2022-11-28-34,FPS: 1.13,
11-23-2022-11-28-34,4,406 Sec,11-23-2022-11-28-35,FPS: 1.13,
11-23-2022-11-28-35,4,406 Sec,11-23-2022-11-28-35,FPS: 1.13,
11-23-2022-11-28-35,4,407 Sec,11-23-2022-11-28-36,FPS: 1.13,
11-23-2022-11-28-36,4,408 Sec,11-23-2022-11-28-37,FPS: 1.13,
11-23-2022-11-28-37,4,409 Sec,11-23-2022-11-28-37,FPS: 1.13,
11-23-2022-11-28-37,4,409 Sec,11-23-2022-11-28-38,FPS: 1.13,
11-23-2022-11-28-38,4,410 Sec,11-23-2022-11-28-39,FPS: 1.13,
11-23-2022-11-28-39,4,411 Sec,11-23-2022-11-28-39,FPS: 1.13,
11-23-2022-11-28-39,4,411 Sec,11-23-2022-11-28-40,FPS: 1.13,
11-23-2022-11-28-40,4,412 Sec,11-23-2022-11-28-41,FPS: 1.13,
11-23-2022-11-28-41,4,413 Sec,11-23-2022-11-28-42,FPS: 1.13,
11-23-2022-11-28-42,4,413 Sec,11-23-2022-11-28-42,FPS: 1.13,
11-23-2022-11-28-42,4,414 Sec,11-23-2022-11-28-43,FPS: 1.13,
11-23-2022-11-28-43,4,415 Sec,11-23-2022-11-28-44,FPS: 1.13,
11-23-2022-11-28-44,4,416 Sec,11-23-2022-11-28-44,FPS: 1.13,
11-23-2022-11-28-44,4,416 Sec,11-23-2022-11-28-45,FPS: 1.13,
11-23-2022-11-28-45,4,417 Sec,11-23-2022-11-28-46,FPS: 1.14,
11-23-2022-11-28-46,4,418 Sec,11-23-2022-11-28-47,FPS: 1.14,
11-23-2022-11-28-47,4,418 Sec,11-23-2022-11-28-47,FPS: 1.14,
11-23-2022-11-28-47,4,419 Sec,11-23-2022-11-28-48,FPS: 1.14,
