start_time,personId,dwell_time,end_time,FPS,
11-23-2022-11-52-24,18,78 Sec,11-23-2022-11-52-25,FPS: 1.25,
11-23-2022-11-52-25,18,78 Sec,11-23-2022-11-52-26,FPS: 1.25,
11-23-2022-11-52-26,18,79 Sec,11-23-2022-11-52-27,FPS: 1.25,
11-23-2022-11-52-27,18,80 Sec,11-23-2022-11-52-27,FPS: 1.25,
11-23-2022-11-52-27,18,81 Sec,11-23-2022-11-52-28,FPS: 1.25,
11-23-2022-11-52-28,18,81 Sec,11-23-2022-11-52-29,FPS: 1.25,
11-23-2022-11-52-29,18,82 Sec,11-23-2022-11-52-29,FPS: 1.25,
11-23-2022-11-52-29,18,83 Sec,11-23-2022-11-52-30,FPS: 1.25,
11-23-2022-11-52-30,18,83 Sec,11-23-2022-11-52-31,FPS: 1.25,
11-23-2022-11-52-31,18,84 Sec,11-23-2022-11-52-31,FPS: 1.25,
11-23-2022-11-52-31,18,85 Sec,11-23-2022-11-52-32,FPS: 1.25,
11-23-2022-11-52-32,18,85 Sec,11-23-2022-11-52-33,FPS: 1.25,
11-23-2022-11-52-33,18,86 Sec,11-23-2022-11-52-33,FPS: 1.25,
11-23-2022-11-52-33,18,87 Sec,11-23-2022-11-52-34,FPS: 1.25,
11-23-2022-11-52-34,18,87 Sec,11-23-2022-11-52-35,FPS: 1.25,
11-23-2022-11-52-35,18,88 Sec,11-23-2022-11-52-35,FPS: 1.25,
11-23-2022-11-52-35,18,89 Sec,11-23-2022-11-52-36,FPS: 1.25,
11-23-2022-11-52-36,18,89 Sec,11-23-2022-11-52-37,FPS: 1.25,
11-23-2022-11-52-37,18,90 Sec,11-23-2022-11-52-37,FPS: 1.25,
11-23-2022-11-52-37,18,91 Sec,11-23-2022-11-52-38,FPS: 1.26,
11-23-2022-11-52-38,18,91 Sec,11-23-2022-11-52-39,FPS: 1.25,
11-23-2022-11-52-39,18,92 Sec,11-23-2022-11-52-39,FPS: 1.25,
11-23-2022-11-52-39,18,93 Sec,11-23-2022-11-52-40,FPS: 1.26,
11-23-2022-11-52-40,18,93 Sec,11-23-2022-11-52-41,FPS: 1.26,
11-23-2022-11-52-41,18,94 Sec,11-23-2022-11-52-41,FPS: 1.26,
11-23-2022-11-52-41,18,95 Sec,11-23-2022-11-52-42,FPS: 1.26,
11-23-2022-11-52-42,18,95 Sec,11-23-2022-11-52-43,FPS: 1.26,
11-23-2022-11-52-43,18,96 Sec,11-23-2022-11-52-43,FPS: 1.26,
11-23-2022-11-52-43,18,97 Sec,11-23-2022-11-52-44,FPS: 1.26,
11-23-2022-11-52-44,18,97 Sec,11-23-2022-11-52-45,FPS: 1.26,
11-23-2022-11-52-45,18,98 Sec,11-23-2022-11-52-45,FPS: 1.26,
11-23-2022-11-52-45,18,99 Sec,11-23-2022-11-52-46,FPS: 1.26,
11-23-2022-11-52-46,18,99 Sec,11-23-2022-11-52-47,FPS: 1.26,
11-23-2022-11-52-47,18,100 Sec,11-23-2022-11-52-47,FPS: 1.26,
11-23-2022-11-52-47,18,101 Sec,11-23-2022-11-52-48,FPS: 1.26,
11-23-2022-11-52-48,18,101 Sec,11-23-2022-11-52-49,FPS: 1.26,
11-23-2022-11-52-49,18,102 Sec,11-23-2022-11-52-49,FPS: 1.26,
11-23-2022-11-52-49,18,103 Sec,11-23-2022-11-52-50,FPS: 1.26,
11-23-2022-11-52-50,18,103 Sec,11-23-2022-11-52-51,FPS: 1.26,
11-23-2022-11-52-51,18,104 Sec,11-23-2022-11-52-51,FPS: 1.26,
11-23-2022-11-52-51,18,105 Sec,11-23-2022-11-52-52,FPS: 1.26,
11-23-2022-11-52-52,18,106 Sec,11-23-2022-11-52-53,FPS: 1.26,
11-23-2022-11-52-53,18,106 Sec,11-23-2022-11-52-53,FPS: 1.26,
11-23-2022-11-52-53,18,107 Sec,11-23-2022-11-52-54,FPS: 1.26,
11-23-2022-11-52-54,18,108 Sec,11-23-2022-11-52-55,FPS: 1.26,
11-23-2022-11-52-55,18,108 Sec,11-23-2022-11-52-56,FPS: 1.26,
11-23-2022-11-52-56,18,109 Sec,11-23-2022-11-52-56,FPS: 1.26,
11-23-2022-11-52-56,18,110 Sec,11-23-2022-11-52-57,FPS: 1.26,
11-23-2022-11-52-57,18,110 Sec,11-23-2022-11-52-58,FPS: 1.26,
11-23-2022-11-52-58,18,111 Sec,11-23-2022-11-52-58,FPS: 1.26,
11-23-2022-11-52-58,18,112 Sec,11-23-2022-11-52-59,FPS: 1.26,
11-23-2022-11-52-59,18,112 Sec,11-23-2022-11-53-00,FPS: 1.26,
11-23-2022-11-53-00,18,113 Sec,11-23-2022-11-53-00,FPS: 1.26,
11-23-2022-11-53-00,18,114 Sec,11-23-2022-11-53-01,FPS: 1.26,
11-23-2022-11-53-01,18,114 Sec,11-23-2022-11-53-02,FPS: 1.26,
11-23-2022-11-53-02,18,115 Sec,11-23-2022-11-53-02,FPS: 1.26,
11-23-2022-11-53-02,18,116 Sec,11-23-2022-11-53-03,FPS: 1.26,
11-23-2022-11-53-03,18,116 Sec,11-23-2022-11-53-04,FPS: 1.26,
11-23-2022-11-53-04,18,117 Sec,11-23-2022-11-53-04,FPS: 1.26,
11-23-2022-11-53-04,18,118 Sec,11-23-2022-11-53-05,FPS: 1.26,
11-23-2022-11-53-05,18,118 Sec,11-23-2022-11-53-06,FPS: 1.26,
11-23-2022-11-53-06,18,119 Sec,11-23-2022-11-53-06,FPS: 1.26,
11-23-2022-11-53-06,18,120 Sec,11-23-2022-11-53-07,FPS: 1.26,
11-23-2022-11-53-07,18,120 Sec,11-23-2022-11-53-08,FPS: 1.26,
11-23-2022-11-53-08,18,121 Sec,11-23-2022-11-53-08,FPS: 1.26,
11-23-2022-11-53-08,18,122 Sec,11-23-2022-11-53-09,FPS: 1.26,
11-23-2022-11-53-09,18,122 Sec,11-23-2022-11-53-10,FPS: 1.26,
11-23-2022-11-53-10,18,123 Sec,11-23-2022-11-53-10,FPS: 1.26,
11-23-2022-11-53-10,18,124 Sec,11-23-2022-11-53-11,FPS: 1.26,
11-23-2022-11-53-11,18,124 Sec,11-23-2022-11-53-12,FPS: 1.26,
11-23-2022-11-53-12,18,125 Sec,11-23-2022-11-53-12,FPS: 1.26,
11-23-2022-11-53-12,18,126 Sec,11-23-2022-11-53-13,FPS: 1.26,
11-23-2022-11-53-13,18,126 Sec,11-23-2022-11-53-14,FPS: 1.26,
11-23-2022-11-53-14,18,127 Sec,11-23-2022-11-53-14,FPS: 1.26,
11-23-2022-11-53-14,18,128 Sec,11-23-2022-11-53-15,FPS: 1.26,
11-23-2022-11-53-15,18,129 Sec,11-23-2022-11-53-16,FPS: 1.26,
11-23-2022-11-53-16,18,129 Sec,11-23-2022-11-53-17,FPS: 1.26,
11-23-2022-11-53-17,18,130 Sec,11-23-2022-11-53-17,FPS: 1.26,
11-23-2022-11-53-17,18,131 Sec,11-23-2022-11-53-18,FPS: 1.26,
11-23-2022-11-53-18,18,132 Sec,11-23-2022-11-53-19,FPS: 1.26,
11-23-2022-11-53-19,18,132 Sec,11-23-2022-11-53-20,FPS: 1.26,
11-23-2022-11-53-20,18,133 Sec,11-23-2022-11-53-20,FPS: 1.26,
11-23-2022-11-53-20,18,134 Sec,11-23-2022-11-53-21,FPS: 1.26,
11-23-2022-11-53-21,18,134 Sec,11-23-2022-11-53-21,FPS: 1.26,
11-23-2022-11-53-21,18,135 Sec,11-23-2022-11-53-22,FPS: 1.26,
11-23-2022-11-53-22,18,135 Sec,11-23-2022-11-53-23,FPS: 1.26,
11-23-2022-11-53-23,18,136 Sec,11-23-2022-11-53-23,FPS: 1.26,
11-23-2022-11-53-23,18,137 Sec,11-23-2022-11-53-24,FPS: 1.26,
11-23-2022-11-53-24,18,137 Sec,11-23-2022-11-53-25,FPS: 1.26,
11-23-2022-11-53-25,18,138 Sec,11-23-2022-11-53-25,FPS: 1.26,
11-23-2022-11-53-25,18,139 Sec,11-23-2022-11-53-26,FPS: 1.26,
11-23-2022-11-53-26,18,139 Sec,11-23-2022-11-53-27,FPS: 1.26,
11-23-2022-11-53-27,18,140 Sec,11-23-2022-11-53-27,FPS: 1.26,
11-23-2022-11-53-27,18,141 Sec,11-23-2022-11-53-28,FPS: 1.26,
11-23-2022-11-53-28,18,142 Sec,11-23-2022-11-53-29,FPS: 1.26,
11-23-2022-11-53-29,18,142 Sec,11-23-2022-11-53-30,FPS: 1.26,
11-23-2022-11-53-30,18,143 Sec,11-23-2022-11-53-30,FPS: 1.26,
11-23-2022-11-53-30,18,144 Sec,11-23-2022-11-53-31,FPS: 1.26,
11-23-2022-11-53-31,18,145 Sec,11-23-2022-11-53-32,FPS: 1.26,
11-23-2022-11-53-32,18,145 Sec,11-23-2022-11-53-33,FPS: 1.26,
11-23-2022-11-53-33,18,146 Sec,11-23-2022-11-53-33,FPS: 1.26,
11-23-2022-11-53-33,18,147 Sec,11-23-2022-11-53-34,FPS: 1.26,
11-23-2022-11-53-34,18,147 Sec,11-23-2022-11-53-35,FPS: 1.26,
11-23-2022-11-53-35,18,148 Sec,11-23-2022-11-53-35,FPS: 1.26,
11-23-2022-11-53-35,18,149 Sec,11-23-2022-11-53-36,FPS: 1.26,
11-23-2022-11-53-36,18,149 Sec,11-23-2022-11-53-37,FPS: 1.26,
11-23-2022-11-53-37,18,150 Sec,11-23-2022-11-53-37,FPS: 1.26,
11-23-2022-11-53-37,18,151 Sec,11-23-2022-11-53-38,FPS: 1.26,
11-23-2022-11-53-38,18,152 Sec,11-23-2022-11-53-39,FPS: 1.26,
11-23-2022-11-53-39,18,152 Sec,11-23-2022-11-53-40,FPS: 1.26,
11-23-2022-11-53-40,18,153 Sec,11-23-2022-11-53-40,FPS: 1.26,
11-23-2022-11-53-40,18,154 Sec,11-23-2022-11-53-41,FPS: 1.26,
11-23-2022-11-53-41,18,154 Sec,11-23-2022-11-53-42,FPS: 1.26,
11-23-2022-11-53-42,18,155 Sec,11-23-2022-11-53-42,FPS: 1.26,
11-23-2022-11-53-42,18,156 Sec,11-23-2022-11-53-43,FPS: 1.26,
11-23-2022-11-53-43,18,156 Sec,11-23-2022-11-53-44,FPS: 1.26,
11-23-2022-11-53-44,18,157 Sec,11-23-2022-11-53-44,FPS: 1.26,
11-23-2022-11-53-44,18,158 Sec,11-23-2022-11-53-45,FPS: 1.26,
11-23-2022-11-53-45,18,158 Sec,11-23-2022-11-53-46,FPS: 1.26,
11-23-2022-11-53-46,18,159 Sec,11-23-2022-11-53-46,FPS: 1.26,
11-23-2022-11-53-46,18,160 Sec,11-23-2022-11-53-47,FPS: 1.26,
11-23-2022-11-53-47,18,160 Sec,11-23-2022-11-53-48,FPS: 1.26,
11-23-2022-11-53-48,18,161 Sec,11-23-2022-11-53-48,FPS: 1.26,
11-23-2022-11-53-48,18,162 Sec,11-23-2022-11-53-49,FPS: 1.26,
11-23-2022-11-53-49,18,162 Sec,11-23-2022-11-53-50,FPS: 1.26,
11-23-2022-11-53-50,18,163 Sec,11-23-2022-11-53-50,FPS: 1.26,
11-23-2022-11-53-50,18,164 Sec,11-23-2022-11-53-51,FPS: 1.26,
11-23-2022-11-53-51,18,164 Sec,11-23-2022-11-53-52,FPS: 1.26,
11-23-2022-11-53-52,18,165 Sec,11-23-2022-11-53-52,FPS: 1.26,
11-23-2022-11-53-52,18,166 Sec,11-23-2022-11-53-53,FPS: 1.26,
11-23-2022-11-53-53,18,166 Sec,11-23-2022-11-53-54,FPS: 1.26,
11-23-2022-11-53-54,18,167 Sec,11-23-2022-11-53-54,FPS: 1.26,
11-23-2022-11-53-54,18,168 Sec,11-23-2022-11-53-55,FPS: 1.26,
11-23-2022-11-53-55,18,168 Sec,11-23-2022-11-53-56,FPS: 1.26,
11-23-2022-11-53-56,18,169 Sec,11-23-2022-11-53-56,FPS: 1.26,
11-23-2022-11-53-56,18,170 Sec,11-23-2022-11-53-57,FPS: 1.26,
11-23-2022-11-53-57,18,170 Sec,11-23-2022-11-53-58,FPS: 1.26,
11-23-2022-11-53-58,18,171 Sec,11-23-2022-11-53-58,FPS: 1.26,
11-23-2022-11-53-58,18,172 Sec,11-23-2022-11-53-59,FPS: 1.26,
11-23-2022-11-53-59,18,172 Sec,11-23-2022-11-54-00,FPS: 1.26,
11-23-2022-11-54-00,18,173 Sec,11-23-2022-11-54-00,FPS: 1.26,
11-23-2022-11-54-00,18,174 Sec,11-23-2022-11-54-01,FPS: 1.26,
11-23-2022-11-54-01,18,174 Sec,11-23-2022-11-54-02,FPS: 1.26,
11-23-2022-11-54-02,18,175 Sec,11-23-2022-11-54-02,FPS: 1.26,
11-23-2022-11-54-02,18,176 Sec,11-23-2022-11-54-03,FPS: 1.26,
11-23-2022-11-54-03,18,176 Sec,11-23-2022-11-54-04,FPS: 1.26,
11-23-2022-11-54-04,18,177 Sec,11-23-2022-11-54-05,FPS: 1.26,
11-23-2022-11-54-05,18,178 Sec,11-23-2022-11-54-05,FPS: 1.26,
11-23-2022-11-54-05,18,179 Sec,11-23-2022-11-54-06,FPS: 1.26,
11-23-2022-11-54-06,18,179 Sec,11-23-2022-11-54-07,FPS: 1.26,
11-23-2022-11-54-07,18,180 Sec,11-23-2022-11-54-07,FPS: 1.26,
11-23-2022-11-54-07,18,181 Sec,11-23-2022-11-54-08,FPS: 1.26,
11-23-2022-11-54-08,18,181 Sec,11-23-2022-11-54-09,FPS: 1.26,
11-23-2022-11-54-09,18,182 Sec,11-23-2022-11-54-09,FPS: 1.26,
11-23-2022-11-54-09,18,183 Sec,11-23-2022-11-54-10,FPS: 1.27,
11-23-2022-11-54-10,18,183 Sec,11-23-2022-11-54-11,FPS: 1.27,
11-23-2022-11-54-11,18,184 Sec,11-23-2022-11-54-11,FPS: 1.26,
11-23-2022-11-54-11,18,185 Sec,11-23-2022-11-54-12,FPS: 1.27,
11-23-2022-11-54-12,18,185 Sec,11-23-2022-11-54-13,FPS: 1.27,
11-23-2022-11-54-13,18,186 Sec,11-23-2022-11-54-13,FPS: 1.27,
11-23-2022-11-54-13,18,187 Sec,11-23-2022-11-54-14,FPS: 1.27,
11-23-2022-11-54-14,18,187 Sec,11-23-2022-11-54-15,FPS: 1.27,
11-23-2022-11-54-15,18,188 Sec,11-23-2022-11-54-15,FPS: 1.27,
11-23-2022-11-54-15,18,189 Sec,11-23-2022-11-54-16,FPS: 1.27,
11-23-2022-11-54-16,18,189 Sec,11-23-2022-11-54-17,FPS: 1.27,
11-23-2022-11-54-17,18,190 Sec,11-23-2022-11-54-17,FPS: 1.27,
11-23-2022-11-54-17,18,191 Sec,11-23-2022-11-54-18,FPS: 1.27,
11-23-2022-11-54-18,18,191 Sec,11-23-2022-11-54-19,FPS: 1.27,
11-23-2022-11-54-19,18,192 Sec,11-23-2022-11-54-19,FPS: 1.27,
11-23-2022-11-54-19,18,193 Sec,11-23-2022-11-54-20,FPS: 1.27,
11-23-2022-11-54-20,18,194 Sec,11-23-2022-11-54-21,FPS: 1.27,
11-23-2022-11-54-21,18,194 Sec,11-23-2022-11-54-22,FPS: 1.27,
11-23-2022-11-54-22,18,195 Sec,11-23-2022-11-54-22,FPS: 1.27,
11-23-2022-11-54-22,18,196 Sec,11-23-2022-11-54-23,FPS: 1.27,
11-23-2022-11-54-23,18,197 Sec,11-23-2022-11-54-24,FPS: 1.27,
11-23-2022-11-54-24,18,197 Sec,11-23-2022-11-54-25,FPS: 1.27,
11-23-2022-11-54-25,18,198 Sec,11-23-2022-11-54-25,FPS: 1.27,
11-23-2022-11-54-25,18,199 Sec,11-23-2022-11-54-26,FPS: 1.27,
11-23-2022-11-54-26,18,199 Sec,11-23-2022-11-54-27,FPS: 1.27,
11-23-2022-11-54-27,18,200 Sec,11-23-2022-11-54-27,FPS: 1.27,
11-23-2022-11-54-27,18,201 Sec,11-23-2022-11-54-28,FPS: 1.27,
11-23-2022-11-54-28,18,201 Sec,11-23-2022-11-54-29,FPS: 1.27,
11-23-2022-11-54-29,18,202 Sec,11-23-2022-11-54-29,FPS: 1.27,
11-23-2022-11-54-29,18,203 Sec,11-23-2022-11-54-30,FPS: 1.27,
11-23-2022-11-54-30,18,203 Sec,11-23-2022-11-54-31,FPS: 1.27,
11-23-2022-11-54-31,18,204 Sec,11-23-2022-11-54-31,FPS: 1.27,
11-23-2022-11-54-31,18,205 Sec,11-23-2022-11-54-32,FPS: 1.27,
11-23-2022-11-54-32,18,205 Sec,11-23-2022-11-54-33,FPS: 1.27,
11-23-2022-11-54-33,18,206 Sec,11-23-2022-11-54-33,FPS: 1.27,
11-23-2022-11-54-33,18,207 Sec,11-23-2022-11-54-34,FPS: 1.27,
11-23-2022-11-54-34,18,208 Sec,11-23-2022-11-54-35,FPS: 1.27,
11-23-2022-11-54-35,18,208 Sec,11-23-2022-11-54-36,FPS: 1.27,
11-23-2022-11-54-36,18,209 Sec,11-23-2022-11-54-36,FPS: 1.27,
11-23-2022-11-54-36,18,210 Sec,11-23-2022-11-54-37,FPS: 1.27,
11-23-2022-11-54-37,18,211 Sec,11-23-2022-11-54-38,FPS: 1.27,
11-23-2022-11-54-38,18,211 Sec,11-23-2022-11-54-39,FPS: 1.27,
11-23-2022-11-54-39,18,212 Sec,11-23-2022-11-54-39,FPS: 1.27,
11-23-2022-11-54-39,18,213 Sec,11-23-2022-11-54-40,FPS: 1.27,
11-23-2022-11-54-40,18,213 Sec,11-23-2022-11-54-41,FPS: 1.27,
11-23-2022-11-54-41,18,214 Sec,11-23-2022-11-54-41,FPS: 1.27,
11-23-2022-11-54-41,18,215 Sec,11-23-2022-11-54-42,FPS: 1.27,
11-23-2022-11-54-42,18,216 Sec,11-23-2022-11-54-43,FPS: 1.27,
11-23-2022-11-54-43,18,216 Sec,11-23-2022-11-54-44,FPS: 1.27,
11-23-2022-11-54-44,18,217 Sec,11-23-2022-11-54-44,FPS: 1.27,
11-23-2022-11-54-44,18,217 Sec,11-23-2022-11-54-45,FPS: 1.27,
11-23-2022-11-54-45,18,218 Sec,11-23-2022-11-54-46,FPS: 1.27,
11-23-2022-11-54-46,18,219 Sec,11-23-2022-11-54-46,FPS: 1.27,
11-23-2022-11-54-46,18,220 Sec,11-23-2022-11-54-47,FPS: 1.27,
11-23-2022-11-54-47,18,220 Sec,11-23-2022-11-54-47,FPS: 1.27,
11-23-2022-11-54-47,18,221 Sec,11-23-2022-11-54-48,FPS: 1.27,
11-23-2022-11-54-48,18,222 Sec,11-23-2022-11-54-49,FPS: 1.27,
11-23-2022-11-54-49,18,222 Sec,11-23-2022-11-54-49,FPS: 1.27,
11-23-2022-11-54-49,18,223 Sec,11-23-2022-11-54-50,FPS: 1.27,
11-23-2022-11-54-50,18,224 Sec,11-23-2022-11-54-51,FPS: 1.27,
11-23-2022-11-54-51,18,224 Sec,11-23-2022-11-54-52,FPS: 1.27,
11-23-2022-11-54-52,18,225 Sec,11-23-2022-11-54-52,FPS: 1.27,
11-23-2022-11-54-52,18,226 Sec,11-23-2022-11-54-53,FPS: 1.27,
11-23-2022-11-54-53,18,226 Sec,11-23-2022-11-54-54,FPS: 1.27,
11-23-2022-11-54-54,18,227 Sec,11-23-2022-11-54-54,FPS: 1.27,
11-23-2022-11-54-54,18,228 Sec,11-23-2022-11-54-55,FPS: 1.27,
11-23-2022-11-54-55,18,228 Sec,11-23-2022-11-54-56,FPS: 1.27,
11-23-2022-11-54-56,18,229 Sec,11-23-2022-11-54-56,FPS: 1.27,
11-23-2022-11-54-56,18,230 Sec,11-23-2022-11-54-57,FPS: 1.27,
11-23-2022-11-54-57,18,230 Sec,11-23-2022-11-54-58,FPS: 1.27,
11-23-2022-11-54-58,18,231 Sec,11-23-2022-11-54-58,FPS: 1.27,
11-23-2022-11-54-58,18,232 Sec,11-23-2022-11-54-59,FPS: 1.27,
11-23-2022-11-54-59,18,233 Sec,11-23-2022-11-55-00,FPS: 1.27,
11-23-2022-11-55-00,18,233 Sec,11-23-2022-11-55-01,FPS: 1.27,
11-23-2022-11-55-01,18,234 Sec,11-23-2022-11-55-01,FPS: 1.27,
11-23-2022-11-55-01,18,235 Sec,11-23-2022-11-55-02,FPS: 1.27,
11-23-2022-11-55-02,18,235 Sec,11-23-2022-11-55-03,FPS: 1.27,
11-23-2022-11-55-03,18,236 Sec,11-23-2022-11-55-03,FPS: 1.27,
11-23-2022-11-55-03,18,237 Sec,11-23-2022-11-55-04,FPS: 1.27,
11-23-2022-11-55-04,18,237 Sec,11-23-2022-11-55-05,FPS: 1.27,
11-23-2022-11-55-05,18,238 Sec,11-23-2022-11-55-05,FPS: 1.27,
11-23-2022-11-55-05,18,239 Sec,11-23-2022-11-55-06,FPS: 1.27,
11-23-2022-11-55-06,18,239 Sec,11-23-2022-11-55-07,FPS: 1.27,
11-23-2022-11-55-07,18,240 Sec,11-23-2022-11-55-07,FPS: 1.27,
11-23-2022-11-55-07,18,241 Sec,11-23-2022-11-55-08,FPS: 1.27,
11-23-2022-11-55-08,18,242 Sec,11-23-2022-11-55-09,FPS: 1.27,
11-23-2022-11-55-09,18,242 Sec,11-23-2022-11-55-10,FPS: 1.27,
11-23-2022-11-55-10,18,243 Sec,11-23-2022-11-55-10,FPS: 1.27,
11-23-2022-11-55-10,18,244 Sec,11-23-2022-11-55-11,FPS: 1.27,
11-23-2022-11-55-11,18,244 Sec,11-23-2022-11-55-12,FPS: 1.27,
11-23-2022-11-55-12,18,245 Sec,11-23-2022-11-55-12,FPS: 1.27,
11-23-2022-11-55-12,18,246 Sec,11-23-2022-11-55-13,FPS: 1.27,
11-23-2022-11-55-13,18,246 Sec,11-23-2022-11-55-14,FPS: 1.27,
11-23-2022-11-55-14,18,247 Sec,11-23-2022-11-55-14,FPS: 1.27,
11-23-2022-11-55-14,18,248 Sec,11-23-2022-11-55-15,FPS: 1.27,
11-23-2022-11-55-15,18,248 Sec,11-23-2022-11-55-16,FPS: 1.27,
11-23-2022-11-55-16,18,249 Sec,11-23-2022-11-55-16,FPS: 1.27,
11-23-2022-11-55-16,18,250 Sec,11-23-2022-11-55-17,FPS: 1.27,
11-23-2022-11-55-17,18,250 Sec,11-23-2022-11-55-18,FPS: 1.27,
11-23-2022-11-55-18,18,251 Sec,11-23-2022-11-55-18,FPS: 1.27,
11-23-2022-11-55-18,18,252 Sec,11-23-2022-11-55-19,FPS: 1.27,
11-23-2022-11-55-19,18,252 Sec,11-23-2022-11-55-20,FPS: 1.27,
11-23-2022-11-55-20,18,253 Sec,11-23-2022-11-55-20,FPS: 1.27,
11-23-2022-11-55-20,18,254 Sec,11-23-2022-11-55-21,FPS: 1.27,
11-23-2022-11-55-21,18,254 Sec,11-23-2022-11-55-22,FPS: 1.27,
11-23-2022-11-55-22,18,255 Sec,11-23-2022-11-55-22,FPS: 1.27,
11-23-2022-11-55-22,18,256 Sec,11-23-2022-11-55-23,FPS: 1.27,
11-23-2022-11-55-23,18,256 Sec,11-23-2022-11-55-24,FPS: 1.27,
11-23-2022-11-55-24,18,257 Sec,11-23-2022-11-55-25,FPS: 1.27,
11-23-2022-11-55-25,18,258 Sec,11-23-2022-11-55-25,FPS: 1.27,
11-23-2022-11-55-25,18,259 Sec,11-23-2022-11-55-26,FPS: 1.27,
11-23-2022-11-55-26,18,260 Sec,11-23-2022-11-55-27,FPS: 1.27,
11-23-2022-11-55-27,18,260 Sec,11-23-2022-11-55-28,FPS: 1.27,
11-23-2022-11-55-28,18,261 Sec,11-23-2022-11-55-28,FPS: 1.27,
11-23-2022-11-55-28,18,262 Sec,11-23-2022-11-55-29,FPS: 1.27,
11-23-2022-11-55-29,18,262 Sec,11-23-2022-11-55-30,FPS: 1.27,
11-23-2022-11-55-30,18,263 Sec,11-23-2022-11-55-30,FPS: 1.27,
11-23-2022-11-55-30,18,264 Sec,11-23-2022-11-55-31,FPS: 1.27,
11-23-2022-11-55-31,18,264 Sec,11-23-2022-11-55-32,FPS: 1.27,
11-23-2022-11-55-32,18,265 Sec,11-23-2022-11-55-32,FPS: 1.27,
11-23-2022-11-55-32,18,266 Sec,11-23-2022-11-55-33,FPS: 1.27,
11-23-2022-11-55-33,18,266 Sec,11-23-2022-11-55-34,FPS: 1.27,
11-23-2022-11-55-34,18,267 Sec,11-23-2022-11-55-34,FPS: 1.27,
11-23-2022-11-55-34,18,268 Sec,11-23-2022-11-55-35,FPS: 1.27,
11-23-2022-11-55-35,18,268 Sec,11-23-2022-11-55-36,FPS: 1.27,
11-23-2022-11-55-36,18,269 Sec,11-23-2022-11-55-36,FPS: 1.27,
11-23-2022-11-55-36,18,270 Sec,11-23-2022-11-55-37,FPS: 1.27,
11-23-2022-11-55-37,18,270 Sec,11-23-2022-11-55-38,FPS: 1.27,
11-23-2022-11-55-38,18,271 Sec,11-23-2022-11-55-39,FPS: 1.27,
11-23-2022-11-55-39,18,272 Sec,11-23-2022-11-55-39,FPS: 1.27,
11-23-2022-11-55-39,18,273 Sec,11-23-2022-11-55-40,FPS: 1.27,
11-23-2022-11-55-40,18,273 Sec,11-23-2022-11-55-41,FPS: 1.27,
11-23-2022-11-55-41,18,274 Sec,11-23-2022-11-55-41,FPS: 1.27,
11-23-2022-11-55-41,18,275 Sec,11-23-2022-11-55-42,FPS: 1.27,
11-23-2022-11-55-42,18,276 Sec,11-23-2022-11-55-43,FPS: 1.27,
11-23-2022-11-55-43,18,276 Sec,11-23-2022-11-55-44,FPS: 1.27,
11-23-2022-11-55-44,18,277 Sec,11-23-2022-11-55-44,FPS: 1.27,
11-23-2022-11-55-44,18,278 Sec,11-23-2022-11-55-45,FPS: 1.27,
11-23-2022-11-55-45,18,278 Sec,11-23-2022-11-55-46,FPS: 1.27,
11-23-2022-11-55-46,18,279 Sec,11-23-2022-11-55-47,FPS: 1.27,
11-23-2022-11-55-47,18,280 Sec,11-23-2022-11-55-47,FPS: 1.27,
11-23-2022-11-55-47,18,281 Sec,11-23-2022-11-55-48,FPS: 1.27,
11-23-2022-11-55-48,18,281 Sec,11-23-2022-11-55-49,FPS: 1.27,
11-23-2022-11-55-49,18,282 Sec,11-23-2022-11-55-49,FPS: 1.27,
11-23-2022-11-55-49,18,283 Sec,11-23-2022-11-55-50,FPS: 1.27,
11-23-2022-11-55-50,18,283 Sec,11-23-2022-11-55-51,FPS: 1.27,
11-23-2022-11-55-51,18,284 Sec,11-23-2022-11-55-51,FPS: 1.27,
11-23-2022-11-55-51,18,285 Sec,11-23-2022-11-55-52,FPS: 1.27,
11-23-2022-11-55-52,18,285 Sec,11-23-2022-11-55-53,FPS: 1.27,
11-23-2022-11-55-53,18,286 Sec,11-23-2022-11-55-53,FPS: 1.27,
11-23-2022-11-55-53,18,287 Sec,11-23-2022-11-55-54,FPS: 1.27,
11-23-2022-11-55-54,18,287 Sec,11-23-2022-11-55-55,FPS: 1.27,
11-23-2022-11-55-55,18,288 Sec,11-23-2022-11-55-55,FPS: 1.27,
11-23-2022-11-55-55,18,289 Sec,11-23-2022-11-55-56,FPS: 1.27,
11-23-2022-11-55-56,18,289 Sec,11-23-2022-11-55-57,FPS: 1.27,
11-23-2022-11-55-57,18,290 Sec,11-23-2022-11-55-57,FPS: 1.27,
11-23-2022-11-55-57,18,291 Sec,11-23-2022-11-55-58,FPS: 1.27,
11-23-2022-11-55-58,18,291 Sec,11-23-2022-11-55-59,FPS: 1.27,
11-23-2022-11-55-59,18,292 Sec,11-23-2022-11-55-59,FPS: 1.27,
11-23-2022-11-55-59,18,293 Sec,11-23-2022-11-56-00,FPS: 1.27,
11-23-2022-11-56-00,18,294 Sec,11-23-2022-11-56-01,FPS: 1.27,
11-23-2022-11-56-01,18,294 Sec,11-23-2022-11-56-02,FPS: 1.27,
11-23-2022-11-56-02,18,295 Sec,11-23-2022-11-56-02,FPS: 1.27,
